diff_type,partiful_id,old_id,current_id,old_name,current_name,old_date,current_date,old_time,current_time,old_location,current_location,old_company,current_company,event_url,source_url,current_weekday,current_time_bucket,current_hosts
changed:event_url,6ZuudQBBZXcMNjdMynJ2,4664,4664,MCP in the Wild: Panel & Night of Networking,MCP in the Wild: Panel & Night of Networking,2026-06-03,2026-06-03,18:00:00,18:00:00,East Village,East Village,MCP Manager by Usercentrics,MCP Manager by Usercentrics,https://partiful.com/e/6ZuudQBBZXcMNjdMynJ2,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,MCP Manager by Usercentrics; Alpic; M13
added,6dWzjKVsM4dwYn1nHfYv,,6579,,UES Parents in Tech - Central Park Meetup w/ Your Kids,,2026-06-04,,17:00:00,,Upper East Side,,Alison Go,https://partiful.com/e/6dWzjKVsM4dwYn1nHfYv,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Alison Go; Narwhalim; First Citizens
added,6iJnKBHJDDD6pzokZKqh,,6560,,"Investing in Deeptech 2026 - for VCs, angels, family offices",,2026-06-03,,14:30:00,,Midtown,,Good Investor Club,https://partiful.com/e/6iJnKBHJDDD6pzokZKqh,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Good Investor Club
changed:name,6iuVOkztFGRo2HPIPHZ3,4921,4921,Closing the Capital Gap: Female Founders x Investors in Conversation,Closing the Capital Gap: Female Founder x Investor Matchmaking,2026-06-03,2026-06-03,18:00:00,18:00:00,Midtown,Midtown,Fund Her Network,Fund Her Network,https://partiful.com/e/6iuVOkztFGRo2HPIPHZ3,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Fund Her Network
added,6kXnEpDS0MeuoqEZAmY2,,6363,,ARR You Kidding Me: A Comedy Night for Finance Pros,,2026-06-02,,18:00:00,,Midtown,,Rillet,https://partiful.com/e/6kXnEpDS0MeuoqEZAmY2,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Rillet
changed:name,6oWH3J0AUIj2Y3DawG39,119,119,OUT OF OFFICE at,OUT OF OFFICE,2026-06-04,2026-06-04,19:00:00,19:00:00,Brooklyn,Brooklyn,Fonzi AI,Fonzi AI,https://partiful.com/e/6oWH3J0AUIj2Y3DawG39,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Fonzi AI
added,6racWcR6SfxbsyO2zmVA,,5947,,London x NYC: Scaling Across Borders w/ Revolut & Ramp + the Experience Economy w/ Delta & Virgin,,2026-06-02,,16:00:00,,Financial District,,London and Partners,https://partiful.com/e/6racWcR6SfxbsyO2zmVA,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,London & Partners
added,6tB6kOTWvCsW0CDO5Cam,,6575,,Women Shaping the Future of AI,,2026-06-01,,09:30:00,,Flatiron,,Fenwick,https://partiful.com/e/6tB6kOTWvCsW0CDO5Cam,https://www.tech-week.com/calendar/nyc,Monday,Morning,Fenwick
changed:date|time,6taIcgNN8nelcYyF4QXx,4884,4884,NYC Tech Week Town Hall,NYC Tech Week Town Hall,2026-06-03,2026-06-05,18:00:00,16:00:00,SoHo,SoHo,BitBasel,BitBasel,https://partiful.com/e/6taIcgNN8nelcYyF4QXx,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,BitBasel; Jelly Jelly
changed:event_url,6xAvUm0cvTe94ZWTuqGo,4130,4130,How do you have a conversation with a city?,How do you have a conversation with a city?,2026-06-02,2026-06-02,15:00:00,15:00:00,Midtown,Midtown,Data Vandals,Data Vandals,https://partiful.com/e/6xAvUm0cvTe94ZWTuqGo,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Data Vandals
changed:time|event_url,6yRRQjBxExk25JqIoBoJ,5492,5492,Fast Track to the Future: Building AI-Native Apps with Firebase and Google Cloud,Fast Track to the Future: Building AI-Native Apps with Firebase and Google Cloud,2026-06-03,2026-06-03,15:15:00,15:00:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/6yRRQjBxExk25JqIoBoJ,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Google for Startups
removed,6ya1t6QyHoxNYlAj7jim,4663,,VIP Soiree with Udio by Uncharted Labs,,2026-06-04,,18:30:00,,Midtown,,Udio by Uncharted Labs,,https://partiful.com/e/6ya1t6QyHoxNYlAj7jim,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Udio by Uncharted Labs
added,79Er0b9t7T3CeaAOzYrs,,6578,,HealthTech by the Harbor,,2026-06-03,,18:00:00,,Financial District,,Marwood Group,https://partiful.com/e/79Er0b9t7T3CeaAOzYrs,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Marwood Group
changed:event_url,7DYGSiY1WUuRSvEnD5gp,4161,4161,Future of DevEx,Future of DevEx,2026-06-02,2026-06-02,18:00:00,18:00:00,SoHo,SoHo,Deskree,Deskree,https://partiful.com/e/7DYGSiY1WUuRSvEnD5gp,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Deskree; tavily; PostHog; Convex
added,7ILtx8BRwV10Vo6CtHGb,,6492,,NY Tech Week: ML & Engineering Connect SoHo Happy Hour,,2026-06-01,,18:00:00,,SoHo,,R37 Lab - R1 RCM,https://partiful.com/e/7ILtx8BRwV10Vo6CtHGb,https://www.tech-week.com/calendar/nyc,Monday,Evening,R37 Lab - R1 RCM
changed:date|time|event_url,7QRI7F6JJM3BSJw6dEj5,4535,4535,AI Comedy Roast + Happy Hour,AI Comedy Roast + Happy Hour,2026-06-04,2026-06-02,21:00:00,19:00:00,Midtown,Midtown,WorkClaw,WorkClaw,https://partiful.com/e/7QRI7F6JJM3BSJw6dEj5,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,WorkClaw; Workmate
added,7QcGEL1PzCCWwCLoJLET,,5807,,The New Beauty Counter: A Curated NYC Tech Week Experience,,2026-06-04,,17:00:00,,SoHo,,Triple Eight Creative,https://partiful.com/e/7QcGEL1PzCCWwCLoJLET,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Triple Eight Creative
changed:name|time,7UpZe9eo90pwQSpSutZ0,4076,4076,"DWD - Wearing the Future: Culture, Capital & Community","DWD - Wearing the Future: Culture, Capital & Community - (Women Only)",2026-06-06,2026-06-06,12:30:00,12:00:00,Union Square,Union Square,Mothers to Daughters,Mothers to Daughters,https://partiful.com/e/7UpZe9eo90pwQSpSutZ0,https://www.tech-week.com/calendar/nyc,Saturday,Noon,Mothers to Daughters
added,7ZDTUGm5kB3iRZj9S5zc,,6450,,How To Get Your First 1000 Customers: A Zero To One Hands-On Workshop,,2026-06-01,,17:30:00,,Brooklyn,,No BS Startup Coach,https://partiful.com/e/7ZDTUGm5kB3iRZj9S5zc,https://www.tech-week.com/calendar/nyc,Monday,Evening,No BS Startup Coach
removed,7crlodxkSPD1lihpIyzB,4530,,True Confessions:AI Hype & Fundraising,,2026-06-01,,19:00:00,,SoHo,,Flywheel Strategy,,https://partiful.com/e/7crlodxkSPD1lihpIyzB,https://www.tech-week.com/calendar/nyc,Monday,Evening,Flywheel Strategy; Tech/ish
added,7giOIl1G0R949i9stVOE,,4202,,Agentic Finance Summit,,2026-06-03,,09:00:00,,SoHo,,Party Action People,https://partiful.com/e/7giOIl1G0R949i9stVOE,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Party Action People; Microsoft
changed:event_url,7r9d5lFrwIbz2cQbhTl0,4728,4728,Aurelian Labs: Prototypes & Pours @ NY Tech Week,Aurelian Labs: Prototypes & Pours @ NY Tech Week,2026-06-04,2026-06-04,18:00:00,18:00:00,Brooklyn,Brooklyn,Aurelian Labs,Aurelian Labs,https://partiful.com/e/7r9d5lFrwIbz2cQbhTl0,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Aurelian Labs
changed:event_url,7tw52yRkZ9wOQQGdxzjh,5089,5089,"SOC Transformation: AI, Automation, and the Hard Choices Ahead- #NY TechWeek","SOC Transformation: AI, Automation, and the Hard Choices Ahead- #NY TechWeek",2026-06-03,2026-06-03,12:00:00,12:00:00,Financial District,Financial District,Command Zero,Command Zero,https://partiful.com/e/7tw52yRkZ9wOQQGdxzjh,https://www.tech-week.com/calendar/nyc,Wednesday,Noon,Command Zero; ZS
added,7xZ5QvSj15tyv8hkEQgh,,6614,,Female Founders Bagels + Debrief,,2026-06-07,,12:00:00,,Flatiron,,Narrativ by AK,https://partiful.com/e/7xZ5QvSj15tyv8hkEQgh,https://www.tech-week.com/calendar/nyc,Sunday,Noon,Narrativ by AK
changed:name,7xmYfFfhTQBHPGqBUNn4,4352,4352,Pitch 'n' Pop Live Workshop,Pitch Garage,2026-06-05,2026-06-05,11:00:00,11:00:00,SoHo,SoHo,Presentation Mode,Presentation Mode,https://partiful.com/e/7xmYfFfhTQBHPGqBUNn4,https://www.tech-week.com/calendar/nyc,Friday,Morning,Presentation Mode
changed:event_url,7yVLWDSWCrZChpot2fGl,5352,5351,Financial Services in the age of AI - FinTech Panel and Networking,Financial Services in the age of AI - FinTech Panel and Networking,2026-06-04,2026-06-04,18:00:00,18:00:00,Midtown,Midtown,Cabaka,Cabaka,https://partiful.com/e/7yVLWDSWCrZChpot2fGl,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Cabaka
changed:event_url,87Zdcwg3oOfpvZvXDwcd,18,18,Robots & Networking,Robots & Networking,2026-06-06,2026-06-06,19:00:00,19:00:00,Financial District,Financial District,DareFail,DareFail,https://partiful.com/e/87Zdcwg3oOfpvZvXDwcd,https://www.tech-week.com/calendar/nyc,Saturday,Evening,DareFail
changed:location,89fRnFZuajb3BzXK9rEJ,4386,4386,"The Future of Entertainment: Content, Creators and Capital","The Future of Entertainment: Content, Creators and Capital",2026-06-03,2026-06-03,09:00:00,09:00:00,Midtown,Flatiron,Manatt,Manatt,https://partiful.com/e/89fRnFZuajb3BzXK9rEJ,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Manatt; The Ember Company; Animal Capital
changed:name,8BbHXWQWQwaQnAUlrwur,5883,5883,Translate Your BA into a Career in Tech,Translate Your BA Into a Tech Career,2026-06-03,2026-06-03,18:00:00,18:00:00,Virtual (NYC),Virtual (NYC),Translating Your BA,Translating Your BA,https://partiful.com/e/8BbHXWQWQwaQnAUlrwur,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Translating Your BA
added,8KTke0MILjTllFxUNKIo,,6737,,Borderless Markets: How Digital Assets Are Reshaping Finance,,2026-06-04,,16:30:00,,Financial District,,DriveWealth,https://partiful.com/e/8KTke0MILjTllFxUNKIo,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,DriveWealth
added,8ZT9dY3olgGbE54rwJLh,,4019,,B2B Early-Stage Founders & Funders Breakfast,,2026-06-02,,09:30:00,,Hudson Yards,,Forum Ventures,https://partiful.com/e/8ZT9dY3olgGbE54rwJLh,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Forum Ventures; Cooley LLP
changed:name,8eZFNPbkIvMBjsJELaAE,4384,4384,Democratizing the Creative Economy - Presented by ByteDance,Democratizing the Creative Economy - Powered with Seedance 2.0,2026-06-04,2026-06-04,17:00:00,17:00:00,Flatiron,Flatiron,SocialSight,SocialSight,https://partiful.com/e/8eZFNPbkIvMBjsJELaAE,https://www.tech-week.com/calendar/nyc,Thursday,Evening,SocialSight; ByteDance
added,8r8Hg42X0rnZ9g0GAyTB,,6445,,The Fittest People in Tech.,,2026-06-06,,10:00:00,,Chelsea,,Thatch,https://partiful.com/e/8r8Hg42X0rnZ9g0GAyTB,https://www.tech-week.com/calendar/nyc,Saturday,Morning,Thatch; WHOOP
changed:name|event_url,8ssFjGdjO5qbkmrNalai,5449,5449,Jobseeker Strategy for #NYTechWeek,Jobseeker Strategy,2026-06-01,2026-06-01,08:30:00,08:30:00,Virtual (NYC),Virtual (NYC),Clutch Talent,Clutch Talent,https://partiful.com/e/8ssFjGdjO5qbkmrNalai,https://www.tech-week.com/calendar/nyc,Monday,Morning,Clutch Talent
changed:name,8yTv1iGFROeqAMxI5XoN,4177,4177,Build-it-Yourself Workshop. For no-code builders inside commercial products,Build-It-Yourself Workshop. For non-technical builders inside commercial products.,2026-06-02,2026-06-02,15:00:00,15:00:00,Nomad,Nomad,Myop.dev,Myop.dev,https://partiful.com/e/8yTv1iGFROeqAMxI5XoN,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Myop.dev
changed:event_url,8ziM85jjl6N9qzjZtFYf,5026,5026,From Idea to Live MVP in 6 Hours with GitHub Copilot — $25K Azure Prize,From Idea to Live MVP in 6 Hours with GitHub Copilot — $25K Azure Prize,2026-06-04,2026-06-04,09:30:00,09:30:00,Financial District,Financial District,Microsoft,Microsoft,https://partiful.com/e/8ziM85jjl6N9qzjZtFYf,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Microsoft
added,90GOuJSB0E4e46U5Bo4b,,152,,Bridging Together Communities & AI,,2026-06-04,,12:30:00,,Chinatown,,HealthBridge,https://partiful.com/e/90GOuJSB0E4e46U5Bo4b,https://www.tech-week.com/calendar/nyc,Thursday,Noon,HealthBridge; YOUTH CIVIC SERVICE INC.
changed:event_url,958YRufxIqlYXcPAaBpB,5149,5149,Flirt Tank Dating,Flirt Tank Dating,2026-06-05,2026-06-05,18:00:00,18:00:00,East Village,East Village,Live Different Comedy,Live Different Comedy,https://partiful.com/e/958YRufxIqlYXcPAaBpB,https://www.tech-week.com/calendar/nyc,Friday,Evening,Live Different Comedy
added,9EErpQOcDpw3irxtNFtK,,6612,,AI-First Product Enablement: Scaling GTM Assets from Weeks to Seconds,,2026-06-04,,16:15:00,,Midtown,,Nodus,https://partiful.com/e/9EErpQOcDpw3irxtNFtK,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Nodus; Consulate General of Argentina in New York
changed:name|date|time,9GdJjzzsHpK4zpvr0dOl,4983,4983,Skincare Secrets at Tech Week,Skincare Secrets with Sofie Pavitt - Tech Week,2026-06-02,2026-06-01,16:00:00,17:00:00,SoHo,SoHo,The Ok Sweetie Show,The Ok Sweetie Show,https://partiful.com/e/9GdJjzzsHpK4zpvr0dOl,https://www.tech-week.com/calendar/nyc,Monday,Evening,The Ok Sweetie Show; True Beauty Ventures
added,9H9IsgkJAWIo4dUMlqmO,,6478,,"Ekoparty: Argentina’s Cybersecurity Ecosystem, Talent, Startups, and Regional Expansion",,2026-06-05,,11:00:00,,Midtown,,Ekoparty Security Conference,https://partiful.com/e/9H9IsgkJAWIo4dUMlqmO,https://www.tech-week.com/calendar/nyc,Friday,Morning,Ekoparty Security Conference; Consulate General of Argentina in New York
changed:event_url,9N0RjmWO3QMw0GCbSndf,4850,4850,"Infuse - Ideas, Innovation, & Impact in GovTech","Infuse - Ideas, Innovation, & Impact in GovTech",2026-06-02,2026-06-02,14:00:00,14:00:00,Flatiron,Flatiron,ZenGov,ZenGov,https://partiful.com/e/9N0RjmWO3QMw0GCbSndf,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,ZenGov
changed:event_url,9Og1H8nulI9zPH9OxEco,4972,4972,Fashion Hackathon Networking Event,Fashion Hackathon Networking Event,2026-06-04,2026-06-04,20:30:00,20:30:00,Flatiron,Flatiron,Fashion Forward,Fashion Forward,https://partiful.com/e/9Og1H8nulI9zPH9OxEco,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Fashion Forward
changed:event_url,9Vb2HFPhUit5Ra9OCcap,5456,5456,AI Infra Night,AI Infra Night,2026-06-04,2026-06-04,18:00:00,18:00:00,Midtown,Midtown,TowersTeam,TowersTeam,https://partiful.com/e/9Vb2HFPhUit5Ra9OCcap,https://www.tech-week.com/calendar/nyc,Thursday,Evening,TowersTeam; EverGrid
added,9VmRVXtl6VajweNDiO8y,,6565,,"Who Captures the Value? AI, Data & IP in the Future of Sports",,2026-06-02,,14:30:00,,Midtown,,FutbolTalent.pro,https://partiful.com/e/9VmRVXtl6VajweNDiO8y,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,FutbolTalent.pro; Consulate General of Argentina in New York
added,9YS9QE1XBY0mMpELVYSq,,6547,,How AI Gets You to AI,,2026-06-05,,16:00:00,,Midtown,,Creative Bits AI,https://partiful.com/e/9YS9QE1XBY0mMpELVYSq,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Creative Bits AI
changed:name|time,9lSsuMRBptuEgJaD4ByK,4724,4724,Hospitality’s Next Operational Shift,Hospitality & Hotel Tech: Casual Conversations,2026-06-04,2026-06-04,13:00:00,16:00:00,Midtown,Midtown,Vosant Meetings,Vosant Meetings,https://partiful.com/e/9lSsuMRBptuEgJaD4ByK,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Vosant Meetings
added,9pSmQHu2ooiZAvj7RoVV,,6425,,Non-Alcoholic Happy Hour @ Soft Bar,,2026-06-04,,17:00:00,,Brooklyn,,Steady,https://partiful.com/e/9pSmQHu2ooiZAvj7RoVV,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Steady
added,9qwEMzu2QRBGEzchXnPL,,6503,,Women in Tech Collective,,2026-06-04,,14:00:00,,Midtown,,Per Scholas New York,https://partiful.com/e/9qwEMzu2QRBGEzchXnPL,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Per Scholas New York; New Women New Yorkers
changed:event_url,9x67cUmFh48zj6PY01IC,5696,5696,Make Every Deal your Best Deal,Make Every Deal your Best Deal,2026-06-03,2026-06-03,18:30:00,18:30:00,Chelsea,Chelsea,Lumaril Corporation,Lumaril Corporation,https://partiful.com/e/9x67cUmFh48zj6PY01IC,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Lumaril Corporation; General Catalyst; NA
changed:event_url,A1b26sUya85y2x7bGw2z,5826,5826,"The Founder's Guide to AI Transformation: Workflows, Culture, and Scaling","The Founder's Guide to AI Transformation: Workflows, Culture, and Scaling",2026-06-03,2026-06-03,10:45:00,10:45:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/A1b26sUya85y2x7bGw2z,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Google for Startups
changed:event_url,A8dHZHCZ4lYHLHDbNx75,74,74,The Leadership Bottleneck — and How to Break Through It,The Leadership Bottleneck — and How to Break Through It,2026-06-03,2026-06-03,12:00:00,12:00:00,Central Park,Central Park,Momentum360,Momentum360,https://partiful.com/e/A8dHZHCZ4lYHLHDbNx75,https://www.tech-week.com/calendar/nyc,Wednesday,Noon,Momentum360™
added,AKJAMb5YYWnLz8lFb5xl,,6404,,NYC RegTech and Compliance Happy Hour,,2026-06-02,,18:00:00,,Midtown,,Surveill,https://partiful.com/e/AKJAMb5YYWnLz8lFb5xl,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Surveill
added,AMDCAbR2zrSQ3gTtQBgs,,6531,,HigherPeople's NYTW Happy Hour,,2026-06-04,,16:30:00,,SoHo,,HigherPeople,https://partiful.com/e/AMDCAbR2zrSQ3gTtQBgs,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,HigherPeople
changed:event_url,ASu0bbJUv36y2648J12G,36,36,How to Raise a Series A,How to Raise a Series A,2026-06-01,2026-06-01,11:30:00,11:30:00,Midtown,Midtown,Silicon Valley Bank,Silicon Valley Bank,https://partiful.com/e/ASu0bbJUv36y2648J12G,https://www.tech-week.com/calendar/nyc,Monday,Morning,Silicon Valley Bank; SSM; Pilot; TriNet
added,Ab5lLaSZSFIEBGGIt19K,,4779,,The Art of the Table Curated Culinary Experience,,2026-06-03,,18:00:00,,SoHo,,Arnold & Porter,https://partiful.com/e/Ab5lLaSZSFIEBGGIt19K,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Arnold & Porter; Aon
added,AbbL1aqeScPPUW22Ijrf,,5880,,From Prototype to Production for Non-Technical Founders,,2026-06-03,,08:00:00,,Flatiron,,Tequity,https://partiful.com/e/AbbL1aqeScPPUW22Ijrf,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Tequity
changed:event_url,AgSHwfX52RKiTIHXYcLH,5776,5776,Infinite Impact Lab: From Invisible Work to Undeniable Proof,Infinite Impact Lab: From Invisible Work to Undeniable Proof,2026-06-04,2026-06-04,17:00:00,17:00:00,Midtown,Midtown,Growing the Middle,Growing the Middle,https://partiful.com/e/AgSHwfX52RKiTIHXYcLH,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Growing the Middle
changed:event_url,AkOmmpB7B1CwFVpu1Xrn,4511,4511,GTM in the technical era,GTM in the technical era,2026-06-04,2026-06-04,18:00:00,18:00:00,Flatiron,Flatiron,Exa,Exa,https://partiful.com/e/AkOmmpB7B1CwFVpu1Xrn,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Exa; Lightfield
removed,AmtcmAOuDjLnq4OXzR3G,4682,,🍩 Bytes & Bites early stage b2b kick off breakfast,,2026-06-02,,08:30:00,,Union Square,,Laconia Capital,,https://partiful.com/e/AmtcmAOuDjLnq4OXzR3G,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Laconia Capital
changed:name,ApHnxYHtB9fZYBmsj0g5,5082,5082,Zero to Unicorn: Graphite Founder Fireside,Zero to (Acquired) Unicorn: Graphite Founder Fireside,2026-06-03,2026-06-03,15:00:00,15:00:00,Chelsea,Chelsea,Unicorner,Unicorner,https://partiful.com/e/ApHnxYHtB9fZYBmsj0g5,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Unicorner; Bolt.new
changed:event_url,ArxIzJCzN9uEAEpGvqOu,4100,4100,Power in Motion: Heels Dance Workshop for Women in Tech,Power in Motion: Heels Dance Workshop for Women in Tech,2026-06-04,2026-06-04,19:00:00,19:00:00,Midtown,Midtown,Ignite with Izzy,Ignite with Izzy,https://partiful.com/e/ArxIzJCzN9uEAEpGvqOu,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Ignite with Izzy
changed:name,AxEyDd2VdRrG1VU7mG3P,4989,4989,Vonage + TechWalk: Communications APIs & Coffee...A Stroll through Central Park,Communications APIs & Coffee w/ Vonage...A Stroll through Central Park,2026-06-04,2026-06-04,08:30:00,08:30:00,Central Park,Central Park,Vonage,Vonage,https://partiful.com/e/AxEyDd2VdRrG1VU7mG3P,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Vonage
added,AzVoaw82pHkJLwh4XtEy,,6742,,Pull Up a Chair: A Coffee Salon on What It Would Take to Actually Fix Tech,,2026-06-03,,13:00:00,,East Village,,"The Make Sense Podcast w/ Lindsay T., Lady Engineer®",https://partiful.com/e/AzVoaw82pHkJLwh4XtEy,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,"The Make Sense Podcast w/ Lindsay T., Lady Engineer®; Leap_year; elsuss"
changed:date|time|event_url,BDyQ9ImpqOIrqqZqmFAn,5005,5005,The Business of Christian Technology,The Business of Christian Technology,2026-06-03,2026-06-04,16:00:00,18:00:00,Financial District,Financial District,Christians*inTech,Christians*inTech,https://partiful.com/e/BDyQ9ImpqOIrqqZqmFAn,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Christians*inTech
added,BFLcrBj99wiF87EefZM3,,6455,,Leading HR Through the AI Revolution,,2026-06-01,,17:30:00,,Financial District,,Bereisheet Tech,https://partiful.com/e/BFLcrBj99wiF87EefZM3,https://www.tech-week.com/calendar/nyc,Monday,Evening,Bereisheet Tech
changed:name|event_url,BFXCyv28vsxpmDmIlVI1,5490,5490,Live Networking Experiment: Curated vs Chaos,Networking @ #NYTechWeek,2026-06-07,2026-06-07,13:00:00,13:00:00,Virtual (NYC),Virtual (NYC),Clutch Talent (Recruiting Agency),Clutch Talent (Recruiting Agency),https://partiful.com/e/BFXCyv28vsxpmDmIlVI1,https://www.tech-week.com/calendar/nyc,Sunday,Afternoon,Clutch Talent (Recruitment Agency)
changed:event_url,BHebxeHV8NH7GxZdypXE,194,194,Baddies In Tech,Baddies In Tech,2026-06-04,2026-06-04,18:00:00,18:00:00,Union Square,Union Square,Karamacare,Karamacare,https://partiful.com/e/BHebxeHV8NH7GxZdypXE,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Karamacare; Resident
changed:time|event_url,BJ7WmuRF2y5pVHqok6hQ,4081,4081,What’s Actually Driving Growth in Sports Right Now?,What’s Actually Driving Growth in Sports Right Now?,2026-06-02,2026-06-02,16:30:00,14:30:00,Flatiron,Flatiron,Laces Sports,Laces Sports,https://partiful.com/e/BJ7WmuRF2y5pVHqok6hQ,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Laces Sports
changed:event_url,BL7kNCTtwHWtSlcaftcW,5425,5425,Beyond the Chair: Building Human-Centered Workplaces from the Ground Up,Beyond the Chair: Building Human-Centered Workplaces from the Ground Up,2026-06-06,2026-06-06,14:00:00,14:00:00,Midtown,Midtown,Libernovo,Libernovo,https://partiful.com/e/BL7kNCTtwHWtSlcaftcW,https://www.tech-week.com/calendar/nyc,Saturday,Afternoon,Libernovo
